time_s,gaze_x,gaze_y,gaze_z,pupil_size_mm,head_x,head_y,head_z
5.4584,0.0,0.0,1.0,0.0,0.116,1.6,-8.549
5.4718,0.0,0.0,1.0,0.0,0.116,1.6,-8.548
5.4861,0.0,0.0,1.0,0.0,0.117,1.6,-8.547
5.4998,0.0,0.0,1.0,0.0,0.118,1.6,-8.546
5.5135,0.0,0.0,1.0,0.0,0.12,1.6,-8.545
5.5271,0.0,0.0,1.0,0.0,0.12,1.6,-8.544
5.5411,0.0,0.0,1.0,0.0,0.122,1.6,-8.543
5.5548,0.0,0.0,1.0,0.0,0.122,1.6,-8.543
5.5692,0.0,0.0,1.0,0.0,0.122,1.6,-8.542
5.5838,0.0,0.0,1.0,0.0,0.123,1.6,-8.542
5.5975,0.0,0.0,1.0,0.0,0.124,1.6,-8.541
5.6112,0.0,0.0,1.0,0.0,0.124,1.6,-8.541
5.6247,0.0,0.0,1.0,0.0,0.125,1.6,-8.541
5.6398,0.0,0.0,1.0,0.0,0.125,1.6,-8.541
5.6533,0.0,0.0,1.0,0.0,0.125,1.6,-8.541
5.6666,0.0,0.0,1.0,0.0,0.125,1.6,-8.541
5.6801,0.0,0.0,1.0,0.0,0.125,1.6,-8.541
5.6936,0.0,0.0,1.0,0.0,0.124,1.6,-8.542
5.7078,0.0,0.0,1.0,0.0,0.123,1.6,-8.543
5.722,0.0,0.0,1.0,0.0,0.123,1.6,-8.543
5.736,0.0,0.0,1.0,0.0,0.123,1.6,-8.543
5.7509,0.0,0.0,1.0,0.0,0.122,1.6,-8.544
5.7641,0.0,0.0,1.0,0.0,0.122,1.6,-8.545
5.7773,0.0,0.0,1.0,0.0,0.121,1.6,-8.544
5.7911,0.0,0.0,1.0,0.0,0.12,1.6,-8.545
5.8049,0.0,0.0,1.0,0.0,0.12,1.6,-8.545
5.819,0.0,0.0,1.0,0.0,0.119,1.6,-8.546
5.8328,0.0,0.0,1.0,0.0,0.117,1.6,-8.546
5.8474,0.0,0.0,1.0,0.0,0.116,1.6,-8.546
5.861,0.0,0.0,1.0,0.0,0.115,1.6,-8.546
5.8742,0.0,0.0,1.0,0.0,0.114,1.6,-8.546
5.8895,0.0,0.0,1.0,0.0,0.113,1.6,-8.547
5.9026,0.0,0.0,1.0,0.0,0.112,1.6,-8.548
5.9168,0.0,0.0,1.0,0.0,0.11,1.6,-8.548
5.9308,0.0,0.0,1.0,0.0,0.11,1.6,-8.549
5.9444,0.0,0.0,1.0,0.0,0.107,1.6,-8.549
5.9583,0.0,0.0,1.0,0.0,0.106,1.6,-8.549
5.9738,0.0,0.0,1.0,0.0,0.106,1.6,-8.549
5.9861,0.0,0.0,1.0,0.0,0.104,1.6,-8.549
5.9999,0.0,0.0,1.0,0.0,0.103,1.6,-8.548
6.0138,0.0,0.0,1.0,0.0,0.101,1.6,-8.548
6.0281,0.0,0.0,1.0,0.0,0.1,1.6,-8.548
6.0422,0.0,0.0,1.0,0.0,0.099,1.6,-8.548
6.0556,0.0,0.0,1.0,0.0,0.098,1.6,-8.547
6.0702,0.0,0.0,1.0,0.0,0.097,1.6,-8.547
6.083,0.0,0.0,1.0,0.0,0.096,1.6,-8.547
6.0968,0.0,0.0,1.0,0.0,0.095,1.6,-8.547
6.1114,0.0,0.0,1.0,0.0,0.094,1.6,-8.547
6.1246,0.0,0.0,1.0,0.0,0.093,1.6,-8.547
6.1391,0.0,0.0,1.0,0.0,0.093,1.6,-8.547
6.1526,0.0,0.0,1.0,0.0,0.093,1.6,-8.547
6.167,0.0,0.0,1.0,0.0,0.093,1.6,-8.547
6.1808,0.0,0.0,1.0,0.0,0.093,1.6,-8.547
6.1941,0.0,0.0,1.0,0.0,0.093,1.6,-8.547
6.2085,0.0,0.0,1.0,0.0,0.094,1.6,-8.547
6.2223,0.0,0.0,1.0,0.0,0.095,1.6,-8.546
6.237,0.0,0.0,1.0,0.0,0.095,1.6,-8.546
6.2496,0.0,0.0,1.0,0.0,0.096,1.6,-8.546
6.2634,0.0,0.0,1.0,0.0,0.097,1.6,-8.546
6.2777,0.0,0.0,1.0,0.0,0.097,1.6,-8.546
6.292,0.0,0.0,1.0,0.0,0.097,1.6,-8.546
6.3051,0.0,0.0,1.0,0.0,0.099,1.6,-8.546
6.3194,0.0,0.0,1.0,0.0,0.099,1.6,-8.546
6.3336,0.0,0.0,1.0,0.0,0.1,1.6,-8.546
6.3472,0.0,0.0,1.0,0.0,0.101,1.6,-8.546
6.3615,0.0,0.0,1.0,0.0,0.102,1.6,-8.546
6.3756,0.0,0.0,1.0,0.0,0.103,1.6,-8.546
6.3905,0.0,0.0,1.0,0.0,0.107,1.6,-8.547
6.4027,0.0,0.0,1.0,0.0,0.108,1.6,-8.547
6.4171,0.0,0.0,1.0,0.0,0.108,1.6,-8.548
6.4302,0.0,0.0,1.0,0.0,0.11,1.6,-8.549
6.444,0.0,0.0,1.0,0.0,0.111,1.6,-8.549
6.4581,0.0,0.0,1.0,0.0,0.112,1.6,-8.549
6.4717,0.0,0.0,1.0,0.0,0.116,1.6,-8.551
6.4867,0.0,0.0,1.0,0.0,0.117,1.6,-8.551
6.4996,0.0,0.0,1.0,0.0,0.118,1.6,-8.552
6.515,0.0,0.0,1.0,0.0,0.121,1.6,-8.554
6.5269,0.0,0.0,1.0,0.0,0.122,1.6,-8.555
6.5411,0.0,0.0,1.0,0.0,0.124,1.6,-8.555
6.5551,0.0,0.0,1.0,0.0,0.126,1.6,-8.556
6.5693,0.0,0.0,1.0,0.0,0.127,1.6,-8.556
6.583,0.0,0.0,1.0,0.0,0.128,1.6,-8.557
6.5967,0.0,0.0,1.0,0.0,0.129,1.6,-8.558
6.611,0.0,0.0,1.0,0.0,0.13,1.6,-8.558
6.625,0.0,0.0,1.0,0.0,0.131,1.6,-8.56
6.64,0.0,0.0,1.0,0.0,0.131,1.6,-8.561
6.6523,0.0,0.0,1.0,0.0,0.131,1.6,-8.562
6.6663,0.0,0.0,1.0,0.0,0.131,1.6,-8.563
6.68,0.0,0.0,1.0,0.0,0.131,1.6,-8.563
6.6941,0.0,0.0,1.0,0.0,0.132,1.6,-8.564
6.7098,0.0,0.0,1.0,0.0,0.13,1.6,-8.565
6.7219,0.0,0.0,1.0,0.0,0.13,1.6,-8.565
6.7357,0.0,0.0,1.0,0.0,0.13,1.6,-8.566
6.7507,0.0,0.0,1.0,0.0,0.13,1.6,-8.566
6.7639,0.0,0.0,1.0,0.0,0.13,1.6,-8.567
6.7782,0.0,0.0,1.0,0.0,0.128,1.6,-8.57
6.7914,0.0,0.0,1.0,0.0,0.128,1.6,-8.57
6.8056,0.0,0.0,1.0,0.0,0.127,1.6,-8.57
6.8201,0.0,0.0,1.0,0.0,0.126,1.6,-8.572
6.8325,0.0,0.0,1.0,0.0,0.125,1.6,-8.572
6.8467,0.0,0.0,1.0,0.0,0.125,1.6,-8.573
6.8607,0.0,0.0,1.0,0.0,0.123,1.6,-8.574
6.8748,0.0,0.0,1.0,0.0,0.122,1.6,-8.574
6.8903,0.0,0.0,1.0,0.0,0.121,1.6,-8.575
6.902,0.0,0.0,1.0,0.0,0.119,1.6,-8.576
6.9163,0.0,0.0,1.0,0.0,0.118,1.6,-8.576
6.9302,0.0,0.0,1.0,0.0,0.117,1.6,-8.577
6.9447,0.0,0.0,1.0,0.0,0.116,1.6,-8.578
6.9578,0.0,0.0,1.0,0.0,0.113,1.6,-8.58
6.972,0.0,0.0,1.0,0.0,0.11,1.6,-8.582
6.9856,0.0,0.0,1.0,0.0,0.108,1.6,-8.583
6.9994,0.0,0.0,1.0,0.0,0.107,1.6,-8.584
7.015,0.0,0.0,1.0,0.0,0.105,1.6,-8.585
7.0274,0.0,0.0,1.0,0.0,0.103,1.6,-8.588
7.0415,0.0,0.0,1.0,0.0,0.101,1.6,-8.589
7.0555,0.0,0.0,1.0,0.0,0.099,1.6,-8.592
7.0691,0.0,0.0,1.0,0.0,0.098,1.6,-8.594
7.0832,0.0,0.0,1.0,0.0,0.096,1.6,-8.595
7.097,0.0,0.0,1.0,0.0,0.095,1.6,-8.596
7.1105,0.0,0.0,1.0,0.0,0.093,1.6,-8.6
7.1255,0.0,0.0,1.0,0.0,0.091,1.6,-8.601
7.1391,0.0,0.0,1.0,0.0,0.091,1.6,-8.605
7.1527,0.0,0.0,1.0,0.0,0.089,1.6,-8.606
7.166,0.0,0.0,1.0,0.0,0.088,1.6,-8.608
7.1806,0.0,0.0,1.0,0.0,0.086,1.6,-8.609
7.1945,0.0,0.0,1.0,0.0,0.084,1.6,-8.61
7.2086,0.0,0.0,1.0,0.0,0.084,1.6,-8.611
7.2224,0.0,0.0,1.0,0.0,0.083,1.6,-8.613
7.2358,0.0,0.0,1.0,0.0,0.082,1.6,-8.614
7.2495,0.0,0.0,1.0,0.0,0.081,1.6,-8.616
7.2633,0.0,0.0,1.0,0.0,0.079,1.6,-8.616
7.2775,0.0,0.0,1.0,0.0,0.079,1.6,-8.618
7.2916,0.0,0.0,1.0,0.0,0.078,1.6,-8.618
7.305,0.0,0.0,1.0,0.0,0.078,1.6,-8.618
7.3192,0.0,0.0,1.0,0.0,0.077,1.6,-8.62
7.333,0.0,0.0,1.0,0.0,0.076,1.6,-8.621
7.3472,0.0,0.0,1.0,0.0,0.074,1.6,-8.623
7.3616,0.0,0.0,1.0,0.0,0.073,1.6,-8.625
7.3751,0.0,0.0,1.0,0.0,0.073,1.6,-8.626
7.389,0.0,0.0,1.0,0.0,0.073,1.6,-8.63
7.4027,0.0,0.0,1.0,0.0,0.072,1.6,-8.631
7.4169,0.0,0.0,1.0,0.0,0.072,1.6,-8.633
7.4308,0.0,0.0,1.0,0.0,0.074,1.6,-8.634
7.445,0.0,0.0,1.0,0.0,0.074,1.6,-8.636
7.4583,0.0,0.0,1.0,0.0,0.076,1.6,-8.637
7.4719,0.0,0.0,1.0,0.0,0.076,1.6,-8.639
7.4858,0.0,0.0,1.0,0.0,0.076,1.6,-8.64
7.4999,0.0,0.0,1.0,0.0,0.077,1.6,-8.642
7.5141,0.0,0.0,1.0,0.0,0.078,1.6,-8.644
7.5273,0.0,0.0,1.0,0.0,0.078,1.6,-8.645
7.5415,0.0,0.0,1.0,0.0,0.08,1.6,-8.645
7.5559,0.0,0.0,1.0,0.0,0.081,1.6,-8.646
7.5692,0.0,0.0,1.0,0.0,0.081,1.6,-8.648
7.583,0.0,0.0,1.0,0.0,0.085,1.6,-8.648
7.5972,0.0,0.0,1.0,0.0,0.085,1.6,-8.65
7.6109,0.0,0.0,1.0,0.0,0.088,1.6,-8.652
7.625,0.0,0.0,1.0,0.0,0.089,1.6,-8.654
7.6387,0.0,0.0,1.0,0.0,0.09,1.6,-8.655
7.6524,0.0,0.0,1.0,0.0,0.091,1.6,-8.657
7.6668,0.0,0.0,1.0,0.0,0.094,1.6,-8.659
7.6808,0.0,0.0,1.0,0.0,0.096,1.6,-8.66
7.6944,0.0,0.0,1.0,0.0,0.098,1.6,-8.662
7.7081,0.0,0.0,1.0,0.0,0.1,1.6,-8.663
7.7219,0.0,0.0,1.0,0.0,0.101,1.6,-8.664
7.7363,0.0,0.0,1.0,0.0,0.103,1.6,-8.666
7.7511,0.0,0.0,1.0,0.0,0.105,1.6,-8.668
7.7636,0.0,0.0,1.0,0.0,0.107,1.6,-8.669
7.7774,0.0,0.0,1.0,0.0,0.109,1.6,-8.671
7.791,0.0,0.0,1.0,0.0,0.111,1.6,-8.672
7.8057,0.0,0.0,1.0,0.0,0.112,1.6,-8.673
7.8191,0.0,0.0,1.0,0.0,0.114,1.6,-8.674
7.8334,0.0,0.0,1.0,0.0,0.116,1.6,-8.675
7.8472,0.0,0.0,1.0,0.0,0.118,1.6,-8.677
7.8606,0.0,0.0,1.0,0.0,0.119,1.6,-8.674
7.8744,0.0,0.0,1.0,0.0,0.121,1.6,-8.675
7.8889,0.0,0.0,1.0,0.0,0.123,1.6,-8.676
7.9024,0.0,0.0,1.0,0.0,0.125,1.6,-8.678
7.9161,0.0,0.0,1.0,0.0,0.127,1.6,-8.678
7.9304,0.0,0.0,1.0,0.0,0.129,1.6,-8.679
7.9437,0.0,0.0,1.0,0.0,0.13,1.6,-8.679
7.9578,0.0,0.0,1.0,0.0,0.131,1.6,-8.68
7.9714,0.0,0.0,1.0,0.0,0.133,1.6,-8.68
7.9861,0.0,0.0,1.0,0.0,0.133,1.6,-8.68
7.9997,0.0,0.0,1.0,0.0,0.135,1.6,-8.68
8.0131,0.0,0.0,1.0,0.0,0.135,1.6,-8.679
8.0269,0.0,0.0,1.0,0.0,0.135,1.6,-8.679
8.0416,0.0,0.0,1.0,0.0,0.137,1.6,-8.679
8.0557,0.0,0.0,1.0,0.0,0.138,1.6,-8.679
8.0703,0.0,0.0,1.0,0.0,0.139,1.6,-8.678
8.0831,0.0,0.0,1.0,0.0,0.14,1.6,-8.678
8.0972,0.0,0.0,1.0,0.0,0.14,1.6,-8.678
8.1105,0.0,0.0,1.0,0.0,0.14,1.6,-8.678
8.1244,0.0,0.0,1.0,0.0,0.141,1.6,-8.678
8.1389,0.0,0.0,1.0,0.0,0.142,1.6,-8.676
8.1524,0.0,0.0,1.0,0.0,0.143,1.6,-8.675
8.1671,0.0,0.0,1.0,0.0,0.144,1.6,-8.675
8.1817,0.0,0.0,1.0,0.0,0.143,1.6,-8.675
8.194,0.0,0.0,1.0,0.0,0.144,1.6,-8.675
8.2079,0.0,0.0,1.0,0.0,0.144,1.6,-8.675
8.2218,0.0,0.0,1.0,0.0,0.144,1.6,-8.673
8.2355,0.0,0.0,1.0,0.0,0.145,1.6,-8.672
8.2505,0.0,0.0,1.0,0.0,0.145,1.6,-8.672
8.2633,0.0,0.0,1.0,0.0,0.143,1.6,-8.671
8.2775,0.0,0.0,1.0,0.0,0.142,1.6,-8.671
8.2915,0.0,0.0,1.0,0.0,0.142,1.6,-8.671
8.3053,0.0,0.0,1.0,0.0,0.138,1.6,-8.662
8.3194,0.0,0.0,1.0,0.0,0.138,1.6,-8.662
8.3332,0.0,0.0,1.0,0.0,0.135,1.6,-8.659
8.3468,0.0,0.0,1.0,0.0,0.134,1.6,-8.658
8.361,0.0,0.0,1.0,0.0,0.133,1.6,-8.657
8.3751,0.0,0.0,1.0,0.0,0.131,1.6,-8.656
8.39,0.0,0.0,1.0,0.0,0.128,1.6,-8.655
8.4025,0.0,0.0,1.0,0.0,0.126,1.6,-8.654
8.416,0.0,0.0,1.0,0.0,0.124,1.6,-8.656
8.4298,0.0,0.0,1.0,0.0,0.122,1.6,-8.655
8.444,0.0,0.0,1.0,0.0,0.12,1.6,-8.654
8.4579,0.0,0.0,1.0,0.0,0.118,1.6,-8.653
8.4719,0.0,0.0,1.0,0.0,0.116,1.6,-8.651
8.4859,0.0,0.0,1.0,0.0,0.114,1.6,-8.649
8.4997,0.0,0.0,1.0,0.0,0.11,1.6,-8.648
8.5131,0.0,0.0,1.0,0.0,0.108,1.6,-8.647
8.5272,0.0,0.0,1.0,0.0,0.106,1.6,-8.645
8.5424,0.0,0.0,1.0,0.0,0.103,1.6,-8.642
8.5553,0.0,0.0,1.0,0.0,0.101,1.6,-8.641
8.5703,0.0,0.0,1.0,0.0,0.099,1.6,-8.64
8.5835,0.0,0.0,1.0,0.0,0.097,1.6,-8.636
8.5969,0.0,0.0,1.0,0.0,0.095,1.6,-8.636
8.6107,0.0,0.0,1.0,0.0,0.093,1.6,-8.635
8.6245,0.0,0.0,1.0,0.0,0.089,1.6,-8.63
8.6394,0.0,0.0,1.0,0.0,0.088,1.6,-8.629
8.6524,0.0,0.0,1.0,0.0,0.084,1.6,-8.625
8.6657,0.0,0.0,1.0,0.0,0.083,1.6,-8.624
8.6799,0.0,0.0,1.0,0.0,0.081,1.6,-8.623
8.6946,0.0,0.0,1.0,0.0,0.08,1.6,-8.622
8.7085,0.0,0.0,1.0,0.0,0.079,1.6,-8.622
8.722,0.0,0.0,1.0,0.0,0.075,1.6,-8.617
8.7358,0.0,0.0,1.0,0.0,0.075,1.6,-8.612
8.7503,0.0,0.0,1.0,0.0,0.074,1.6,-8.612
8.7635,0.0,0.0,1.0,0.0,0.073,1.6,-8.611
8.7779,0.0,0.0,1.0,0.0,0.072,1.6,-8.611
8.7917,0.0,0.0,1.0,0.0,0.073,1.6,-8.611
8.8056,0.0,0.0,1.0,0.0,0.073,1.6,-8.611
8.8194,0.0,0.0,1.0,0.0,0.073,1.6,-8.61
8.8331,0.0,0.0,1.0,0.0,0.072,1.6,-8.61
8.8474,0.0,0.0,1.0,0.0,0.072,1.6,-8.61
8.8608,0.0,0.0,1.0,0.0,0.072,1.6,-8.61
8.8748,0.0,0.0,1.0,0.0,0.072,1.6,-8.611
8.8894,0.0,0.0,1.0,0.0,0.071,1.6,-8.611
8.9022,0.0,0.0,1.0,0.0,0.071,1.6,-8.61
8.9163,0.0,0.0,1.0,0.0,0.07,1.6,-8.61
8.9301,0.0,0.0,1.0,0.0,0.069,1.6,-8.61
8.9436,0.0,0.0,1.0,0.0,0.07,1.6,-8.61
8.9584,0.0,0.0,1.0,0.0,0.069,1.6,-8.611
8.9722,0.0,0.0,1.0,0.0,0.07,1.6,-8.611
8.9861,0.0,0.0,1.0,0.0,0.07,1.6,-8.611
8.9997,0.0,0.0,1.0,0.0,0.07,1.6,-8.611
9.0137,0.0,0.0,1.0,0.0,0.069,1.6,-8.608
9.0272,0.0,0.0,1.0,0.0,0.069,1.6,-8.608
9.0415,0.0,0.0,1.0,0.0,0.068,1.6,-8.608
9.055,0.0,0.0,1.0,0.0,0.069,1.6,-8.606
9.0694,0.0,0.0,1.0,0.0,0.068,1.6,-8.605
9.0833,0.0,0.0,1.0,0.0,0.068,1.6,-8.605
9.0975,0.0,0.0,1.0,0.0,0.069,1.6,-8.604
9.1114,0.0,0.0,1.0,0.0,0.069,1.6,-8.603
9.1247,0.0,0.0,1.0,0.0,0.069,1.6,-8.603
9.1391,0.0,0.0,1.0,0.0,0.069,1.6,-8.602
9.1521,0.0,0.0,1.0,0.0,0.07,1.6,-8.602
9.1662,0.0,0.0,1.0,0.0,0.07,1.6,-8.602
9.18,0.0,0.0,1.0,0.0,0.071,1.6,-8.601
9.196,0.0,0.0,1.0,0.0,0.071,1.6,-8.601
9.2074,0.0,0.0,1.0,0.0,0.072,1.6,-8.601
9.2225,0.0,0.0,1.0,0.0,0.073,1.6,-8.602
9.2354,0.0,0.0,1.0,0.0,0.074,1.6,-8.602
9.2495,0.0,0.0,1.0,0.0,0.074,1.6,-8.601
9.2629,0.0,0.0,1.0,0.0,0.075,1.6,-8.602
9.2773,0.0,0.0,1.0,0.0,0.076,1.6,-8.602
9.2916,0.0,0.0,1.0,0.0,0.076,1.6,-8.602
9.3047,0.0,0.0,1.0,0.0,0.077,1.6,-8.602
9.3192,0.0,0.0,1.0,0.0,0.078,1.6,-8.603
9.333,0.0,0.0,1.0,0.0,0.078,1.6,-8.603
9.3476,0.0,0.0,1.0,0.0,0.078,1.6,-8.603
9.3607,0.0,0.0,1.0,0.0,0.079,1.6,-8.603
9.3747,0.0,0.0,1.0,0.0,0.079,1.6,-8.603
9.3889,0.0,0.0,1.0,0.0,0.08,1.6,-8.603
9.4023,0.0,0.0,1.0,0.0,0.08,1.6,-8.603
9.4157,0.0,0.0,1.0,0.0,0.08,1.6,-8.603
9.4311,0.0,0.0,1.0,0.0,0.081,1.6,-8.603
9.4436,0.0,0.0,1.0,0.0,0.081,1.6,-8.603
9.4577,0.0,0.0,1.0,0.0,0.081,1.6,-8.603
9.4722,0.0,0.0,1.0,0.0,0.082,1.6,-8.603
9.4855,0.0,0.0,1.0,0.0,0.082,1.6,-8.602
9.4998,0.0,0.0,1.0,0.0,0.082,1.6,-8.602
9.5129,0.0,0.0,1.0,0.0,0.082,1.6,-8.602
9.5273,0.0,0.0,1.0,0.0,0.082,1.6,-8.602
9.5413,0.0,0.0,1.0,0.0,0.081,1.6,-8.601
9.5552,0.0,0.0,1.0,0.0,0.081,1.6,-8.601
9.569,0.0,0.0,1.0,0.0,0.08,1.6,-8.6
9.5825,0.0,0.0,1.0,0.0,0.08,1.6,-8.6
9.5964,0.0,0.0,1.0,0.0,0.08,1.6,-8.6
9.6105,0.0,0.0,1.0,0.0,0.08,1.6,-8.599
9.6248,0.0,0.0,1.0,0.0,0.08,1.6,-8.598
9.6376,0.0,0.0,1.0,0.0,0.08,1.6,-8.598
9.6519,0.0,0.0,1.0,0.0,0.08,1.6,-8.598
9.6662,0.0,0.0,1.0,0.0,0.08,1.6,-8.598
9.6801,0.0,0.0,1.0,0.0,0.081,1.6,-8.597
9.6948,0.0,0.0,1.0,0.0,0.081,1.6,-8.597
9.7084,0.0,0.0,1.0,0.0,0.082,1.6,-8.597
9.7218,0.0,0.0,1.0,0.0,0.083,1.6,-8.597
9.736,0.0,0.0,1.0,0.0,0.083,1.6,-8.597
9.7506,0.0,0.0,1.0,0.0,0.084,1.6,-8.597
9.7635,0.0,0.0,1.0,0.0,0.084,1.6,-8.597
9.7778,0.0,0.0,1.0,0.0,0.084,1.6,-8.597
9.7915,0.0,0.0,1.0,0.0,0.085,1.6,-8.596
9.8052,0.0,0.0,1.0,0.0,0.085,1.6,-8.596
9.8188,0.0,0.0,1.0,0.0,0.085,1.6,-8.596
9.8333,0.0,0.0,1.0,0.0,0.086,1.6,-8.596
9.8469,0.0,0.0,1.0,0.0,0.086,1.6,-8.596
9.8605,0.0,0.0,1.0,0.0,0.086,1.6,-8.595
9.8749,0.0,0.0,1.0,0.0,0.086,1.6,-8.595
9.8894,0.0,0.0,1.0,0.0,0.086,1.6,-8.594
9.9014,0.0,0.0,1.0,0.0,0.085,1.6,-8.593
9.9159,0.0,0.0,1.0,0.0,0.085,1.6,-8.593
9.9298,0.0,0.0,1.0,0.0,0.085,1.6,-8.593
9.9438,0.0,0.0,1.0,0.0,0.084,1.6,-8.592
9.9577,0.0,0.0,1.0,0.0,0.084,1.6,-8.592
9.9711,0.0,0.0,1.0,0.0,0.082,1.6,-8.591
9.9853,0.0,0.0,1.0,0.0,0.082,1.6,-8.591
9.9999,0.0,0.0,1.0,0.0,0.082,1.6,-8.59
10.0132,0.0,0.0,1.0,0.0,0.081,1.6,-8.59
10.027,0.0,0.0,1.0,0.0,0.081,1.6,-8.589
10.0409,0.0,0.0,1.0,0.0,0.081,1.6,-8.588
10.055,0.0,0.0,1.0,0.0,0.08,1.6,-8.588
10.0701,0.0,0.0,1.0,0.0,0.08,1.6,-8.587
10.0831,0.0,0.0,1.0,0.0,0.08,1.6,-8.586
10.0973,0.0,0.0,1.0,0.0,0.079,1.6,-8.586
10.1106,0.0,0.0,1.0,0.0,0.079,1.6,-8.585
10.1245,0.0,0.0,1.0,0.0,0.078,1.6,-8.585
10.1381,0.0,0.0,1.0,0.0,0.078,1.6,-8.585
10.1524,0.0,0.0,1.0,0.0,0.078,1.6,-8.584
10.1668,0.0,0.0,1.0,0.0,0.077,1.6,-8.584
10.1794,0.0,0.0,1.0,0.0,0.075,1.6,-8.583
10.1935,0.0,0.0,1.0,0.0,0.075,1.6,-8.583
10.2077,0.0,0.0,1.0,0.0,0.074,1.6,-8.582
10.2216,0.0,0.0,1.0,0.0,0.073,1.6,-8.582
10.2357,0.0,0.0,1.0,0.0,0.073,1.6,-8.582
10.2495,0.0,0.0,1.0,0.0,0.073,1.6,-8.581
10.2637,0.0,0.0,1.0,0.0,0.072,1.6,-8.582
10.2773,0.0,0.0,1.0,0.0,0.072,1.6,-8.581
10.2932,0.0,0.0,1.0,0.0,0.071,1.6,-8.581
10.3052,0.0,0.0,1.0,0.0,0.071,1.6,-8.581
10.319,0.0,0.0,1.0,0.0,0.071,1.6,-8.581
10.3329,0.0,0.0,1.0,0.0,0.071,1.6,-8.58
10.3466,0.0,0.0,1.0,0.0,0.071,1.6,-8.579
10.3604,0.0,0.0,1.0,0.0,0.071,1.6,-8.579
10.3747,0.0,0.0,1.0,0.0,0.069,1.6,-8.578
10.3894,0.0,0.0,1.0,0.0,0.069,1.6,-8.578
10.4026,0.0,0.0,1.0,0.0,0.069,1.6,-8.577
10.4166,0.0,0.0,1.0,0.0,0.069,1.6,-8.577
10.43,0.0,0.0,1.0,0.0,0.068,1.6,-8.576
10.4439,0.0,0.0,1.0,0.0,0.068,1.6,-8.575
10.4575,0.0,0.0,1.0,0.0,0.067,1.6,-8.575
10.4716,0.0,0.0,1.0,0.0,0.067,1.6,-8.574
10.486,0.0,0.0,1.0,0.0,0.067,1.6,-8.574
10.4996,0.0,0.0,1.0,0.0,0.066,1.6,-8.573
10.5129,0.0,0.0,1.0,0.0,0.065,1.6,-8.572
10.5276,0.0,0.0,1.0,0.0,0.064,1.6,-8.571
10.5417,0.0,0.0,1.0,0.0,0.063,1.6,-8.57
10.5548,0.0,0.0,1.0,0.0,0.062,1.6,-8.57
10.5688,0.0,0.0,1.0,0.0,0.062,1.6,-8.569
10.583,0.0,0.0,1.0,0.0,0.062,1.6,-8.569
10.5968,0.0,0.0,1.0,0.0,0.062,1.6,-8.568
10.6111,0.0,0.0,1.0,0.0,0.06,1.6,-8.566
10.6248,0.0,0.0,1.0,0.0,0.06,1.6,-8.565
10.6389,0.0,0.0,1.0,0.0,0.06,1.6,-8.565
10.6526,0.0,0.0,1.0,0.0,0.06,1.6,-8.565
10.6663,0.0,0.0,1.0,0.0,0.06,1.6,-8.565
10.6797,0.0,0.0,1.0,0.0,0.06,1.6,-8.564
10.694,0.0,0.0,1.0,0.0,0.059,1.6,-8.564
10.7075,0.0,0.0,1.0,0.0,0.059,1.6,-8.564
10.7218,0.0,0.0,1.0,0.0,0.059,1.6,-8.563
10.7366,0.0,0.0,1.0,0.0,0.058,1.6,-8.563
10.75,0.0,0.0,1.0,0.0,0.058,1.6,-8.563
10.763,0.0,0.0,1.0,0.0,0.057,1.6,-8.562
10.777,0.0,0.0,1.0,0.0,0.057,1.6,-8.562
10.7912,0.0,0.0,1.0,0.0,0.057,1.6,-8.562
10.8056,0.0,0.0,1.0,0.0,0.057,1.6,-8.562
10.8191,0.0,0.0,1.0,0.0,0.056,1.6,-8.561
10.8326,0.0,0.0,1.0,0.0,0.056,1.6,-8.561
10.8466,0.0,0.0,1.0,0.0,0.057,1.6,-8.561
10.861,0.0,0.0,1.0,0.0,0.057,1.6,-8.561
10.8746,0.0,0.0,1.0,0.0,0.057,1.6,-8.561
10.8886,0.0,0.0,1.0,0.0,0.058,1.6,-8.56
10.9029,0.0,0.0,1.0,0.0,0.058,1.6,-8.56
10.9161,0.0,0.0,1.0,0.0,0.058,1.6,-8.56
10.9293,0.0,0.0,1.0,0.0,0.059,1.6,-8.56
10.9436,0.0,0.0,1.0,0.0,0.059,1.6,-8.56
10.9577,0.0,0.0,1.0,0.0,0.06,1.6,-8.56
10.9718,0.0,0.0,1.0,0.0,0.061,1.6,-8.56
10.9854,0.0,0.0,1.0,0.0,0.062,1.6,-8.559
10.9997,0.0,0.0,1.0,0.0,0.063,1.6,-8.559
11.0132,0.0,0.0,1.0,0.0,0.064,1.6,-8.559
11.027,0.0,0.0,1.0,0.0,0.065,1.6,-8.559
11.0416,0.0,0.0,1.0,0.0,0.065,1.6,-8.559
11.0545,0.0,0.0,1.0,0.0,0.066,1.6,-8.559
11.0692,0.0,0.0,1.0,0.0,0.067,1.6,-8.559
11.0831,0.0,0.0,1.0,0.0,0.068,1.6,-8.559
11.0968,0.0,0.0,1.0,0.0,0.068,1.6,-8.558
11.1104,0.0,0.0,1.0,0.0,0.069,1.6,-8.558
11.1245,0.0,0.0,1.0,0.0,0.07,1.6,-8.558
11.1387,0.0,0.0,1.0,0.0,0.07,1.6,-8.557
11.1525,0.0,0.0,1.0,0.0,0.071,1.6,-8.557
11.1659,0.0,0.0,1.0,0.0,0.072,1.6,-8.557
